name	postindex	address	contact	latitude	longitude	unk1	unk2	image_url	unk3	unk4
ПЧ-4 по охране г.Петрозаводска ФГКУ «1 отряд ФПС по Республике Карелия»	53173	г.Петрозаводск, ул. Калевалы, д.10	(8142)740872 (Титов Роман Валерьевич)	61.806175	34.311988	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ СПЧ ФПС по Республике Карелия	53175	ул. Попова, 5а	(8142) 740179 (Ляккоев Александр Владимирович)	61.765330	34.300894	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «СПЧ ФПС по РС (Я)»	54175	г. Якутск, ул. Дежнёва, 75	8(4112)36-02-60 74-37-63 (Старший мастер ГДЗС, прапорщик в/с, Костырин В.А)	62.015099	129.706998	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
22-ПЧ ФГКУ «5 отряд ФПС по Приморскому краю»	54189	г. Арсеньев, ул. Луговая, 29<br />	8(42361)3-04-91 (Начальник части, полковник в/с, Жлобицкий Алексей Юрьевич, Зам.началька части, капитан в/с, Снитко Алексей Викторович)	44.161101	133.250996	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-6 по охране г. Костомукша ФГКУ «2 отряд ФПС по Республике Карелия»	53177	г.Костомукша, ул.Пожарного Семёнова, 1<br />	(81459) 53700 (Герасимов Михаил Андреевич)	64.601701	30.635498	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-38 по охране г. Сортавала ФГКУ «6 отряд ФПС по Республике Карелия»	53185	г. Сортавала ул. Лесная д. 2	(81430) 47376 (Шевчук Алесей Владимирович)	61.714200	30.702000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-11 ГУ «1 ОФПС по РК»	53187	г.Сыктывкар, ул. Советская, д. 9<br />	(8212) 22-83-54 (Ильчуков Владимир Владимирович)	61.672857	50.837836	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2-ПЧ ФГКУ «21-ОФПС по Хабаровскому краю»	54177	г. Хабаровск, ул. Волочаевская, 5<br />	8(4212) 48-71-35 (Воронцов Константин Михайлович )	48.458742	135.098166	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №1 ФГКУ «ОФПС по Камчатскому краю»	54205	г. Петропавловск-Камчатский, ул. Ленинградская, 25<br />	8-924-891-96-75 (Начальник ПЧ, Петров А.Ю)	53.033000	158.643997	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №2 ФГКУ «ОФПС по Камчатскому краю»	54207	г. Петропавловск-Камчатский, пер. Садовый, 10/1<br />	8-914-786-13-66 (ВрИО начальника ПЧ, Омельченко О.И)	52.979801	158.681996	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-13 ГУ «1 ОФПС»	53189	г. Сыктывкар, ул. Емвальская д.3<br />	(8212) 22-83-54 (Ильчуков Владимир Владимирович)	61.787599	50.740602	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СПЧ-12 ГУ «1 ОФПС»	53191	г.Сыктывкар, ул. Пушкина д.135<br />	(8212) 22-83-54 Ильчуков Владимир Владимирович	61.647608	50.822322	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-14 ГУ «1 ОФПС»	53193	с. Выльгорт, ул. Домны Каликовой д.52	(82130) 7-13-07 (Голуб Андрей Михайлович)	61.628406	50.771109	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-21 ГУ «2 ОФПС»	53195	г. Ухта, ул. Первомайская д.20<br />	(82167) 9-19-69 (Фетюков Алексей Сергеевич)	63.557199	53.693904	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-22 ГУ «2 ОФПС»	53197	г. Ухта, ул. нтернациональная д.40 «б»<br />	(82167) 4-77-26 (Мартынюк Роман Григорьевич)	63.574001	53.666999	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ -24 ГУ «2 ОФПС»	53201	г.Вуктыл, ул. Пионерская д.8	(82146) 2-11-05 (Ефимов  Ефим Валерьевич)	63.847999	57.311204	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-31 ГУ «3 ОФПС»	53205	г. Воркута, ул. Пушкина, д. 26<br />	(82151) 3-91-75 (Попов  Роман Анатольевич)	67.490299	64.032399	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
98-ПЧ ФГКУ «8-ОФПС по Хабаровскому краю»	54179	г. Комсомольск-на -Амуре, ул. Севостопольская,27<br />	8(4217) 54-28-31 (Халиков Эдуард Рафаилович )	50.544400	137.015000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №3 ФГКУ «ОФПС по Камчатскому краю»	54209	г. Петропавловск-Камчатский, ул. Вулканная, 25<br />	8 914 628 99 99 (Начальник ПЧ Головенко С.И )	53.076598	158.611002	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-42 ГУ ОФПС-4	53213	г.Усинск, ул.Комсомольская д.24	(82144) 4-13-39 (Силков Сергей Вячеславович)	65.990899	57.539196	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
7 ПЧ ФГКУ «1 ОФПС по Архангельской области»	53238	г.Северодвинск, ул.Лесная д.48-а	8-8184-58-55-60 (Щеголихин Иван  Николаевич)	64.560299	39.829701	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-1 ФГКУ «1 ОФПС по Калининградской области»	53244	г.Калининград ул.1812 года, 59	(4012)  52-94-72 (Заместитель начальника ФГКУ «1 ОФПС по Калининградской области» капитан внутренней службы Маковский Д.В.)	54.711249	20.532927	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
5-я пожарная часть ФГКУ «2 отряд ФПС по Псковской области»	53262	г. Великие Луки, ул. Дружбы, 6<br />	(811-53)-9-19-74 (Куранов Денис Николаевич)	56.353699	30.573604	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «1 ПЧ ФПС по НАО»	53268	г. Нарьян-Мар, ул. Пырерка, д. 14	8(818-53) 4-22-61 (Носов Р.А.)	67.645277	53.048455	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Специализированная часть экстренного реагирования г. Краснодара	53276	Краснодарский край, г. Краснодар, ул. Новороссийская, 104	8 (861) 227-18-54 (Метлин Анатолий Яковлевич)	45.026826	39.013168	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-14 «ФГКУ 2 отряд ФПС по Астраханской области»	53280	Астраханская область, г. Ахтубинск, ул. Шубина, 84	8-(85141)-5-24-57 (Фирсов Андрей Игоревич)	48.304000	46.150597	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
1 ПЧ ГУ &quot;1 Отряд ФПС по Курской области&quot;	53294	г. Курск, ул. 50 лет Октября, 116-б	57-38-11 (капитан вн. службы Колесниченко Юрий Николаевич)	51.755373	36.135559	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГБОУ ДПО Хабаровский учебный центр ФПС	54181	г. Хабаровск, ул. Орджоникидзе, 4<br />	8(4212)57-35-55 (Капитан в/с, Горбунова О.А)	48.493307	135.042820	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «4 ПЧ ФПС по Амурской области»	54217	г. Белогорск, ул. Скорикова, 7<br />	8-914-604-40-20 (Заместитель по кадрам, майор в/с, Чистяков А.А)	50.918300	128.479001	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
1 ПЧ ГУ &quot;1 Отряд ФПС по Курской области&quot;	53323	г. Курск, ул. 50 лет Октября, 116-б	57-38-11 (капитан вн. службы Колесниченко Юрий Николаевич)	51.755373	36.135559	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2 ПЧ по охране Центрального округа г. Курска ГУ &quot; 1 Отряд ФПС по Курской области&quot;	53327	г. Курск, ул. Радищева, 79	58-55-11 (старший лейтенант вн. службы Каракулин Сергей Николаевич)	51.744851	36.190616	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2 ПЧ по охране Центрального округа г. Курска ГУ &quot; 1 Отряд ФПС по Курской области&quot;	53331	г. Курск, ул. Радищева, 79	58-55-11 (старший лейтенант вн. службы Каракулин Сергей Николаевич)	51.744851	36.190616	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
3 ПЧ по охране Центрального округа г. Курска ГУ &quot;Отряда ФПС по Курской области&quot;	53333	г. Курск, ул. Гремяченская, 11<br />	50-06-99 (Минаков Андрей Викторович)	51.755869	36.128399	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
3 ПЧ по охране Центрального округа г. Курска ГУ &quot;Отряда ФПС по Курской области&quot;	53335	г. Курск, ул. Гремяченская, 11<br />	50-06-99 (Минаков Андрей Викторович)	51.755869	36.128399	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ « СПСЧ ФПС по Камчатскому краю»	54211	г. Петропавловск-Камчатский, ул. Степная, 50<br />	8-914-780-02-20 (Начальник ПЧ Пахомов А.В)	53.012098	158.724998	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «2 ПЧ ФПС по Амурской области»	54219	г. Свободный, ул. Ленина, 87<br />	8-914-381-00-67 (Начальник отряда п/п-к в/с  Ларин О.А)	51.383698	128.132000	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «3 ПЧ ФПС по Амурской области»	54221	г. Тында, ул. Советская, 51<br />	8-914-597-07-67 (ВрИО начальника части, майор в/с, Набок А.А)	55.140019	124.739611	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
4 ПЧ по охране Центрального округа г. Курска ГУ &quot;1 Отряд ФПС по Курской области&quot;	53337	г. Курск, ул. Можаевская, 9<br />	55-95-49 (майор вн. службы Колтыгин Дмитрий Викторович)	51.735632	36.195764	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
4 ПЧ по охране Центрального округа г. Курска ГУ &quot;1 Отряд ФПС по Курской области&quot;	53339	г. Курск, ул. Можаевская, 9<br />	55-95-49 (майор вн. службы Колтыгин Дмитрий Викторович)	51.735632	36.195764	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
5 ПЧ по охране Железнодорожного округа г. Курска ГУ &quot;1 Отряд ФПС МЧС России по Курской области	53341	г. Курск, ул. 2-я рабочая 18-б	6-03-35 (майор вн. службы Мамошин Владимир Александрович)	51.740663	36.246312	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «9 ПЧ ФПС по Амурской области»	54225	г. Шимановск, микрорайон №1, д. 13<br />	8-961-953-44-24 (Заместитель начальника части,  капитан в/с Семенов Е.Ю)	51.998971	127.676105	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
